id,name,coment,length,keyframe,path
101808,1018_skl172,张辽,1.36,0.8,Models/1018/Animations
101809,1018_stun,张辽,,0,Models/1018/Animations
101810,1018_walk,张辽,,0,Models/1018/Animations
101811,1018_win,张辽,,0,Models/1018/Animations
101812,1018_ride,张辽,0.8,0,Models/1018/Animations
101813,1018_rideidle,张辽,,0,Models/1018/Animations
101901,1019_atk01,曹仁,1,0.5,Models/1019/Animations
101902,1019_atk02,曹仁,1.333,0.69,Models/1019/Animations
101903,1019_atk03,曹仁,1,0.5,Models/1019/Animations
101904,1019_atk04,曹仁,1.333,0.69,Models/1019/Animations
101905,1019_die,曹仁,,0,Models/1019/Animations
101906,1019_hurt,曹仁,0.567,0,Models/1019/Animations
101907,1019_idle,曹仁,,0,Models/1019/Animations
101908,1019_prepare,曹仁,1,0,Models/1019/Animations
101909,1019_skl181,曹仁,1.667,0.001|0.902|1.013|1.124|1.235|1.347,Models/1019/Animations
101910,1019_skl182,曹仁,2,1.396,Models/1019/Animations
101911,1019_skl184,曹仁,0.8,0.429,Models/1019/Animations
101912,1019_stun,曹仁,,0,Models/1019/Animations
101913,1019_walk,曹仁,,0,Models/1019/Animations
101914,1019_win,曹仁,,0,Models/1019/Animations
101915,1019_skl4021,曹仁,,0,Models/1019/Animations
101916,1019_ride,曹仁,1,0,Models/1019/Animations
101917,1019_rideidle,曹仁,,0,Models/1019/Animations
102001,1020_atk1,张郃,1.167,0.665,Models/1020/Animations
102002,1020_atk2,张郃,1.1,0.785,Models/1020/Animations
102003,1020_die,张郃,,0,Models/1020/Animations
102004,1020_hurt,张郃,0.533,0,Models/1020/Animations
102005,1020_idle,张郃,,0,Models/1020/Animations
102006,1020_prepare,张郃,1,0,Models/1020/Animations
102007,1020_skl191,张郃,3.333,0.27|0.75|1.25|1.53|2.715,Models/1020/Animations
102008,1020_skl192,张郃,2,0.392|0.812|1.348,Models/1020/Animations
102010,1020_stun,张郃,,0,Models/1020/Animations
102011,1020_walk,张郃,,0,Models/1020/Animations
102012,1020_win,张郃,,0,Models/1020/Animations
102013,1020_ride,张郃,0.8,0,Models/1020/Animations
102014,1020_rideidle,张郃,,0,Models/1020/Animations
320101,3201_atk1,张角召唤物,1,0.65,Models/3201/Animations
320102,3201_die,张角召唤物,1,0,Models/3201/Animations
320103,3201_hurt,张角召唤物,0.533,0,Models/3201/Animations
320104,3201_idle,张角召唤物,,0,Models/3201/Animations
320105,3201_skl1,张角召唤物,1.567,0.94,Models/3201/Animations
320106,3201_stun,张角召唤物,,0,Models/3201/Animations
320107,3201_walk,张角召唤物,,0,Models/3201/Animations
320201,2011_skl427,袁绍召唤物,1.667,1.1,Models/3202/Animations
320202,2011_idle,袁绍召唤物,,0,Models/3202/Animations
310101,3101_atk1,饕餮,1.5,0.94,Models/3101/Animations
310102,3101_atk2,饕餮,1.5,0.91,Models/3101/Animations
310103,3101_hurt,饕餮,0.667,0,Models/3101/Animations
310104,3101_idle,饕餮,,0,Models/3101/Animations
310105,3101_prepare,饕餮,1,0,Models/3101/Animations
310106,3101_skl8002,饕餮,2.167,1.2,Models/3101/Animations
310107,3101_skl8001,饕餮,3,1.8,Models/3101/Animations
310108,3101_stun,饕餮,,0,Models/3101/Animations
310109,3101_walk,饕餮,,0,Models/3101/Animations
310110,3101_story01,饕餮,,0,Models/3101/Animations
310111,3101_story02,饕餮,,0,Models/3101/Animations
310112,3101_story03,饕餮,,0,Models/3101/Animations
310113,3101_story04,饕餮,,0,Models/3101/Animations
310114,3101_story05,饕餮,,2.2|3.16|4.8|6.1|7.12|7.66|8.74|9.16|10.28,Models/3101/Animations
310115,3101_story06,饕餮,,0,Models/3101/Animations
310116,3101_story07,饕餮,,0,Models/3101/Animations
310117,3101_story08,饕餮,,0,Models/3101/Animations
310118,3101_die,饕餮,3.667,0,Models/3101/Animations
310119,3101_skl8007,饕餮,2.167,1.2,Models/3101/Animations
310001,3100_story01,睚眦,,0,Models/3100/Animations
310002,3100_story02,睚眦,,0,Models/3100/Animations
310003,3100_story03,睚眦,,0,Models/3100/Animations
310004,3100_idle,睚眦,,0,Models/3100/Animations
310005,3100_story04,睚眦,,0,Models/3100/Animations
310006,3100_story05,睚眦,,0,Models/3100/Animations
310007,3100_atk1,睚眦,1.2,0.752,Models/3100/Animations
310008,3100_atk2,睚眦,1.2,0.66,Models/3100/Animations
310009,3100_skl8031,睚眦,1.367,0.938,Models/3100/Animations
310010,3100_skl8032,睚眦,0.867,0.466,Models/3100/Animations
310011,3100_die,睚眦,,0,Models/3100/Animations
310012,3100_story_idle,睚眦,,0,Models/3100/Animations
310201,3102_idle,椒图,,0,Models/3102/Animations
310202,3102_walk,椒图,,0,Models/3102/Animations
310203,3102_story01,椒图,,0,Models/3102/Animations
310204,3102_story02,椒图,,0,Models/3102/Animations
310205,3102_story03,椒图,,0,Models/3102/Animations
310206,3102_story04,椒图,,0,Models/3102/Animations
310401,3104_atk1,貔恘,1.667,0.954,Models/3104/Animations
310402,3104_atk2,貔恘,1.667,1.102,Models/3104/Animations
310403,3104_die,貔恘,,0,Models/3104/Animations
310404,3104_idle,貔恘,,0,Models/3104/Animations
310405,3104_skl1,貔恘,5.333,1.403|2.403|3.403|4.403,Models/3104/Animations
310406,3104_skl2,貔恘,2.5,1.43,Models/3104/Animations
310407,3104_stun,貔恘,,0,Models/3104/Animations
310408,3104_fall,貔恘,,0,Models/3104/Animations
310409,3104_jump,貔恘,,0,Models/3104/Animations
310501,3105_atk1,狻猊,2.1,1.28,Models/3105/Animations
310502,3105_atk2,狻猊,2.1,1.28,Models/3105/Animations
310503,3105_die,狻猊,,0,Models/3105/Animations
310504,3105_idle,狻猊,,0,Models/3105/Animations
310505,3105_prepare,狻猊,2.333,0,Models/3105/Animations
310506,3105_skl8011,狻猊,2.667,0.44,Models/3105/Animations
310507,3105_skl8012,狻猊,4,1.28|1.52|3.35,Models/3105/Animations
310508,3105_stun,狻猊,,0,Models/3105/Animations
310601,3106_idle,螭吻,2,0,Models/3106/Animations
310602,3106_atk1,螭吻,1.5,0.764,Models/3106/Animations
310603,3106_atk2,螭吻,1.5,0.888,Models/3106/Animations
310604,3106_die,螭吻,3,0,Models/3106/Animations
310605,3106_skl8021,螭吻,3.333,1.49,Models/3106/Animations
310606,3106_skl8022,螭吻,2,1.524,Models/3106/Animations
320001,3200_story02,主角男,,0,Models/3200/Animations
320002,3200_story03,主角男,,0,Models/3200/Animations
320003,3200_story04,主角男,,0,Models/3200/Animations
320004,3200_story05,主角男,,0,Models/3200/Animations
320005,3200_idle,主角男,,0,Models/3200/Animations
320301,3203_story02,主角女,,0,Models/3203/Animations
320302,3203_story03,主角女,,0,Models/3203/Animations
320303,3203_story04,主角女,,0,Models/3203/Animations
320304,3203_story05,主角女,,0,Models/3203/Animations
320305,3203_story_idle,主角女,,0,Models/3203/Animations
320501,3205_bomb,老板娘小鬼,0.8,0.19|0.44|0.48|0.52|0.56|0.6|0.64|0.68,Models/3205/Animations
320502,3205_walk,老板娘小鬼,,0,Models/3205/Animations
320503,3205_die,老板娘小鬼,,0,Models/3205/Animations
203501,2035_atk1,宫延侍卫,1,0.41,Models/2035/Animations
203502,2035_atk2,宫延侍卫,1,0.46,Models/2035/Animations
203503,2035_die,宫延侍卫,,0,Models/2035/Animations
203504,2035_idle,宫延侍卫,,0,Models/2035/Animations
203505,2035_hurt,宫延侍卫,0.533,0,Models/2035/Animations
203506,2035_stun,宫延侍卫,,0,Models/2035/Animations
203507,2035_walk,宫延侍卫,,0,Models/2035/Animations
203601,2036_atk1,宫廷巨锤兵,1,0.66,Models/2036/Animations
203602,2036_die,宫廷巨锤兵,,0,Models/2036/Animations
203603,2036_idle,宫廷巨锤兵,,0,Models/2036/Animations
203604,2036_hurt,宫廷巨锤兵,0.533,0,Models/2036/Animations
203605,2036_stun,宫廷巨锤兵,,0,Models/2036/Animations
203606,2036_walk,宫廷巨锤兵,,0,Models/2036/Animations
350001,3500_fenjing_01,召唤 椒图,,0,Models/3500/Animations
350002,3500_fenjing_02,召唤 椒图,,0,Models/3500/Animations
350003,3500_fenjing_03,召唤 椒图,,0,Models/3500/Animations
350004,3500_idle,召唤 椒图,,0,Models/3500/Animations
350101,3501_fenjing01,召唤 狻猊,,0,Models/3501/Animations
350102,3501_fenjing02,召唤 狻猊,,0,Models/3501/Animations
350103,3501_fenjing03,召唤 狻猊,,0,Models/3501/Animations
350104,3501_fenjing04,召唤 狻猊,,0,Models/3501/Animations
350501,3505_fenjing01,召唤 睚眦,,0,Models/3505/Animations
350502,3505_fenjing02,召唤 睚眦,,0,Models/3505/Animations
350601,3506_fenjing01,召唤 螭吻,,0,Models/3506/Animations
350602,3506_fenjing02,召唤 螭吻,,0,Models/3506/Animations
350603,3506_fenjing03,召唤 螭吻,,0,Models/3506/Animations
350604,3506_fenjing04,召唤 螭吻,,0,Models/3506/Animations
350201,3502_idle,召唤 饕餮,,0,Models/3502/Animations
350202,3502_fenjing01,召唤 饕餮,,0,Models/3502/Animations
350203,3502_fenjing02,召唤 饕餮,,0,Models/3502/Animations
350401,3504_fengjing01,召唤 貔貅,,0,Models/3504/Animations
350402,3504_fengjing02,召唤 貔貅,,0,Models/3504/Animations
350403,3504_idle,召唤 貔貅,,0,Models/3504/Animations
200201,2002_atk1,黄巾刀盾兵,1,0.65,Models/2002/Animations
200202,2002_die,黄巾刀盾兵,1,0,Models/2002/Animations
200203,2002_hurt,黄巾刀盾兵,0.533,0,Models/2002/Animations
200204,2002_idle,黄巾刀盾兵,,0,Models/2002/Animations
200205,2002_skl1,黄巾刀盾兵,0.667,0.3,Models/2002/Animations
200206,2002_stun,黄巾刀盾兵,,0,Models/2002/Animations
200207,2002_walk,黄巾刀盾兵,,0,Models/2002/Animations
200101,2001_atk1,黄巾长矛手,1,0.56,Models/2001/Animations
200102,2001_die,黄巾长矛手,,0,Models/2001/Animations
200103,2001_hurt,黄巾长矛手,0.533,0,Models/2001/Animations
200104,2001_idle,黄巾长矛手,,0,Models/2001/Animations
200105,2001_skl1,黄巾长矛手,1.567,0.67|0.956|1.135,Models/2001/Animations
200106,2001_stun,黄巾长矛手,,0,Models/2001/Animations
200107,2001_walk,黄巾长矛手,,0,Models/2001/Animations
200301,2003_atk1,黄巾弓箭手,1,0.51,Models/2003/Animations
200302,2003_die,黄巾弓箭手,,0,Models/2003/Animations
200303,2003_hurt,黄巾弓箭手,1,0,Models/2003/Animations
200304,2003_idle,黄巾弓箭手,,0,Models/2003/Animations
200305,2003_skl1,黄巾弓箭手,1,0.59,Models/2003/Animations
200306,2003_stun,黄巾弓箭手,,0,Models/2003/Animations
200307,2003_walk,黄巾弓箭手,,0,Models/2003/Animations
200401,2004_atk1,黄巾仙师,1,0.527,Models/2004/Animations
200402,2004_die,黄巾仙师,,0,Models/2004/Animations
200403,2004_hurt,黄巾仙师,0.533,0,Models/2004/Animations
200404,2004_idle,黄巾仙师,,0,Models/2004/Animations
200405,2004_skl1,黄巾仙师,1.567,1.3,Models/2004/Animations
200406,2004_stun,黄巾仙师,,0,Models/2004/Animations
200407,2004_walk,黄巾仙师,,0,Models/2004/Animations
200408,2004_skl2,黄巾仙师,1,0,Models/2004/Animations
200501,2005_atk1,黄巾将领,1,0.51,Models/2005/Animations
200502,2005_die,黄巾将领,,0,Models/2005/Animations
200503,2005_hurt,黄巾将领,0.533,0,Models/2005/Animations
200504,2005_idle,黄巾将领,,0,Models/2005/Animations
200505,2005_skl1,黄巾将领,1.567,0.94,Models/2005/Animations
200506,2005_stun,黄巾将领,,0,Models/2005/Animations
200507,2005_walk,黄巾将领,,0,Models/2005/Animations
200508,2005_skl2,黄巾将领,1,0,Models/2005/Animations
204601,2046_atk,黄巾仙师石头人,1,0.49,Models/2046/Animations
204602,2046_die,黄巾仙师石头人,,0,Models/2046/Animations
204603,2046_hurt,黄巾仙师石头人,0.533,0,Models/2046/Animations
204604,2046_idle,黄巾仙师石头人,,0,Models/2046/Animations
204605,2046_stun,黄巾仙师石头人,,0,Models/2046/Animations
204606,2046_walk,黄巾仙师石头人,,0,Models/2046/Animations
203701,2037_atk,投石车 普攻,2,1.5,Models/2037/Animations
203702,2037_hurt,投石车,0.533,0,Models/2037/Animations
203703,2037_die,投石车,,0,Models/2037/Animations
203704,2037_DZ01,投石车 WALK,,0,Models/2037/Animations
203705,2037_idle,投石车,,0,Models/2037/Animations
203901,2039_atk,僵尸,1,0.47,Models/2039/Animations
203902,2039_die,僵尸,,0,Models/2039/Animations
203903,2039_hurt,僵尸,0.667,0,Models/2039/Animations
203904,2039_idle,僵尸,,0,Models/2039/Animations
203905,2039_stun,僵尸,,0,Models/2039/Animations
203906,2039_walk,僵尸,,0,Models/2039/Animations
204001,2040_atk,黄巾肥肥,1.033,0.67,Models/2040/Animations
204002,2040_die,黄巾肥肥,,0,Models/2040/Animations
204003,2040_hurt,黄巾肥肥,0.567,0,Models/2040/Animations
204004,2040_idle,黄巾肥肥,,0,Models/2040/Animations
204005,2040_stun,黄巾肥肥,,0,Models/2040/Animations
204006,2040_walk,黄巾肥肥,,0,Models/2040/Animations
204007,2040_skl5321,黄巾肥肥,1.033,0.27,Models/2040/Animations
204701,2047_atk,西凉肥肥,1,0.51,Models/2047/Animations
204702,2047_die,西凉肥肥,,0,Models/2047/Animations
204703,2047_hurt,西凉肥肥,0.533,0,Models/2047/Animations
204704,2047_idle,西凉肥肥,,0,Models/2047/Animations
204705,2047_stun,西凉肥肥,,0,Models/2047/Animations
204706,2047_walk,西凉肥肥,,0,Models/2047/Animations
204707,2047_skl5331,西凉肥肥,1.433,0.75,Models/2047/Animations
200601,2006_atk,西凉刀盾兵,1,0.67,Models/2006/Animations
200602,2006_die,西凉刀盾兵,,0,Models/2006/Animations
200603,2006_hurt,西凉刀盾兵,0.5,0,Models/2006/Animations
200604,2006_idle,西凉刀盾兵,,0,Models/2006/Animations
200605,2006_stun,西凉刀盾兵,,0,Models/2006/Animations
200606,2006_walk,西凉刀盾兵,,0,Models/2006/Animations
200607,2006_skl5071,西凉刀盾兵,0.667,0.58,Models/2006/Animations
200701,2007_atk,西凉弓箭手,1,0.6,Models/2007/Animations
200702,2007_die,西凉弓箭手,,0,Models/2007/Animations
200703,2007_hurt,西凉弓箭手,0.533,0,Models/2007/Animations
200704,2007_idle,西凉弓箭手,,0,Models/2007/Animations
200705,2007_stun,西凉弓箭手,,0,Models/2007/Animations
200706,2007_walk,西凉弓箭手,,0,Models/2007/Animations
200707,2007_skl5061,西凉弓箭手,1,0.73,Models/2007/Animations
200708,2007_atk5063,西凉弓箭手,1,0.6,Models/2007/Animations
200801,2008_atk,西凉重槌兵,1,0.47,Models/2008/Animations
200802,2008_die,西凉重槌兵,,0,Models/2008/Animations
200803,2008_hurt,西凉重槌兵,0.533,0,Models/2008/Animations
200804,2008_idle,西凉重槌兵,,0,Models/2008/Animations
200805,2008_stun,西凉重槌兵,,0,Models/2008/Animations
200806,2008_walk,西凉重槌兵,,0,Models/2008/Animations
200807,2008_skl5051,西凉重槌兵,1.567,0.75,Models/2008/Animations
200901,2009_atk,西凉秘策,1,0.66,Models/2009/Animations
200902,2009_die,西凉秘策,,0,Models/2009/Animations
200903,2009_hurt,西凉秘策,0.533,0,Models/2009/Animations
200904,2009_idle,西凉秘策,,0,Models/2009/Animations
200905,2009_stun,西凉秘策,,0,Models/2009/Animations
200906,2009_walk,西凉秘策,,0,Models/2009/Animations
200907,2009_skl5081,西凉秘策,2.033,1.56,Models/2009/Animations
201001,2010_atk,西凉将领,1,0.51,Models/2010/Animations
201002,2010_die,西凉将领,,0,Models/2010/Animations
201003,2010_hurt,西凉将领,0.533,0,Models/2010/Animations
201004,2010_idle,西凉将领,,0,Models/2010/Animations
201005,2010_stun,西凉将领,,0,Models/2010/Animations
201006,2010_walk,西凉将领,,0,Models/2010/Animations
201007,2010_skl5091,西凉将领,2.667,0.49|0.95|1.97,Models/2010/Animations
201101,2011_atk1,青州弓箭兵,1,0.57,Models/2011/Animations
201102,2011_die,青州弓箭兵,,0,Models/2011/Animations
201103,2011_hurt,青州弓箭兵,0.533,0,Models/2011/Animations
201104,2011_idle,青州弓箭兵,,0,Models/2011/Animations
201105,2011_stun,青州弓箭兵,,0,Models/2011/Animations
201106,2011_walk,青州弓箭兵,,0,Models/2011/Animations
201107,2011_skl1,青州弓箭兵,1.667,1.01,Models/2011/Animations
201108,2011_atk5113,青州弓箭兵,1,0.57,Models/2011/Animations
201201,2012_atk1,青州长枪兵,1,0.63,Models/2012/Animations
201202,2012_die,青州长枪兵,,0,Models/2012/Animations
201203,2012_hurt,青州长枪兵,0.533,0,Models/2012/Animations
201204,2012_idle,青州长枪兵,,0,Models/2012/Animations
201205,2012_stun,青州长枪兵,,0,Models/2012/Animations
201206,2012_walk,青州长枪兵,,0,Models/2012/Animations
201207,2012_skl1,青州长枪兵,1.767,1.02,Models/2012/Animations
201301,2013_atk1,青州玄甲,1,0.51,Models/2013/Animations
201302,2013_die,青州玄甲,,0,Models/2013/Animations
201303,2013_hurt,青州玄甲,0.533,0,Models/2013/Animations
201304,2013_idle,青州玄甲,,0,Models/2013/Animations
201305,2013_stun,青州玄甲,,0,Models/2013/Animations
201306,2013_walk,青州玄甲,,0,Models/2013/Animations
201307,2013_skl1,青州玄甲,1.333,0.793,Models/2013/Animations
201401,2014_atk1,青州妖术,1,0.7,Models/2014/Animations
201402,2014_die,青州妖术,,0,Models/2014/Animations
201403,2014_hurt,青州妖术,0.533,0,Models/2014/Animations
201404,2014_idle,青州妖术,,0,Models/2014/Animations
201405,2014_stun,青州妖术,,0,Models/2014/Animations
201406,2014_walk,青州妖术,,0,Models/2014/Animations
201407,2014_skl1,青州妖术,1.667,1.03,Models/2014/Animations
201501,2015_atk1,青州将领,1.167,0.81,Models/2015/Animations
201502,2015_die,青州将领,,0,Models/2015/Animations
201503,2015_hurt,青州将领,0.533,0,Models/2015/Animations
201504,2015_idle,青州将领,,0,Models/2015/Animations
201505,2015_stun,青州将领,,0,Models/2015/Animations
201506,2015_walk,青州将领,,0,Models/2015/Animations
201507,2015_skl1,青州将领,1.667,0.06|1.1,Models/2015/Animations
204801,2048_atk,弩车,0.833,0.33,Models/2048/Animations
204802,2048_die,弩车,,0,Models/2048/Animations
204803,2048_walk,弩车,,0,Models/2048/Animations
204804,2048_idle,弩车,,0,Models/2048/Animations
203101,2031_atk1,世界BOSS-混沌,1.8,1.6,Models/2031/Animations
203102,2031_atk2,世界BOSS-混沌,1.9,1.7,Models/2031/Animations
203103,2031_die,世界BOSS-混沌,,0,Models/2031/Animations
203104,2031_idle,世界BOSS-混沌,,0,Models/2031/Animations
203105,2031_skl9001,世界BOSS-混沌,2.467,1.27,Models/2031/Animations
203106,2031_righthandstay,世界BOSS-混沌,2,0,Models/2031/Animations
203107,2031_righthandup,世界BOSS-混沌,1.667,0,Models/2031/Animations
203108,2031_lefthandstay,世界BOSS-混沌,2,0,Models/2031/Animations
203109,2031_lefthandup,世界BOSS-混沌,1.667,0,Models/2031/Animations
203110,2031_kaichang,世界BOSS-混沌,,0,Models/2031/Animations
203401,2034_atk01,世界BOSS-上古雷帝,2,1.3,Models/2034/Animations
203402,2034_idle,世界BOSS-上古雷帝,,0,Models/2034/Animations
203403,2034_kaichang,世界BOSS-上古雷帝,,0,Models/2034/Animations
203404,2034_preapre,世界BOSS-上古雷帝,1,0,Models/2034/Animations
203405,2034_skl9011,世界BOSS-上古雷帝,6.667,0,Models/2034/Animations
203406,2034_skl9012,世界BOSS-上古雷帝,10,0.8,Models/2034/Animations
203407,2034_skl9013,世界BOSS-上古雷帝,2.667,1.84,Models/2034/Animations
203408,2034_die,世界BOSS-上古雷帝,,,Models/2034/Animations
205901,2059_atk1,鬼面暗忍,1.333,0.95,Models/2059/Animations
205902,2059_skl5462_atk2,鬼面暗忍,1,0.578,Models/2059/Animations
205903,2059_die,鬼面暗忍,,0,Models/2059/Animations
205904,2059_idle,鬼面暗忍,,0,Models/2059/Animations
205905,2059_hurt,鬼面暗忍,0.533,0,Models/2059/Animations
205906,2059_skl5461,鬼面暗忍,2.333,0.08|0.15|0.85|1.18|1.98,Models/2059/Animations
205907,2059_skl5462,鬼面暗忍,1.667,1.2|1.3|1.4,Models/2059/Animations
205908,2059_skl5462_atk1,鬼面暗忍,1,0.55,Models/2059/Animations
205909,2059_skl5462_atk3,鬼面暗忍,1,0.583,Models/2059/Animations
205910,2059_stun,鬼面暗忍,,0,Models/2059/Animations
205911,2059_walk,鬼面暗忍,,0,Models/2059/Animations
206001,2060_atk1,鬼面忍者女,1.1,0.5,Models/2060/Animations
206002,2060_hurt,鬼面忍者女,0.533,0,Models/2060/Animations
206003,2060_die,鬼面忍者女,,0,Models/2060/Animations
206004,2060_idle,鬼面忍者女,,0,Models/2060/Animations
206005,2060_skl5471,鬼面忍者女,3.3,0.26|0.64|0.95|1.94|2.44,Models/2060/Animations
206006,2060_skl5472,鬼面忍者女,2.867,0.86|1.19|1.58|1.71|2.38,Models/2060/Animations
206007,2060_stun,鬼面忍者女,,0,Models/2060/Animations
206008,2060_walk,鬼面忍者女,,0,Models/2060/Animations
206201,2062_atk1,飞刃女侍,1.533,0.414,Models/2062/Animations
206202,2062_die,飞刃女侍,,0,Models/2062/Animations
206203,2062_hurt,飞刃女侍,0.533,0,Models/2062/Animations
206204,2062_idle,飞刃女侍,,0,Models/2062/Animations
206205,2062_stun,飞刃女侍,,0,Models/2062/Animations
206206,2062_walk,飞刃女侍,,0,Models/2062/Animations
206207,2062_skl5631,飞刃女侍,0.933,0.33,Models/2062/Animations
206208,2062_skl5632,飞刃女侍,0.933,0.4,Models/2062/Animations
206301,2063_atk1,御剑女侍,0.8,0.4,Models/2063/Animations
206302,2063_die,御剑女侍,,0,Models/2063/Animations
206303,2063_hurt,御剑女侍,0.533,0,Models/2063/Animations
206304,2063_idle,御剑女侍,,0,Models/2063/Animations
206305,2063_stun,御剑女侍,,0,Models/2063/Animations
206306,2063_walk,御剑女侍,,0,Models/2063/Animations
206307,2063_skl5621,御剑女侍,2,0.4|0.6|1.4,Models/2063/Animations
205101,2051_atk1,千人斩长矛手,1,0.56,Models/2051/Animations
205102,2051_die,千人斩长矛手,,0,Models/2051/Animations
205103,2051_hurt,千人斩长矛手,0.533,0,Models/2051/Animations
205104,2051_idle,千人斩长矛手,,0,Models/2051/Animations
205106,2051_stun,千人斩长矛手,,0,Models/2051/Animations
205107,2051_walk,千人斩长矛手,,0,Models/2051/Animations
205201,2052_atk,千人斩长矛手,1,0.56,Models/2052/Animations
205202,2052_die,千人斩长矛手,,0,Models/2052/Animations
205203,2052_hurt,千人斩长矛手,0.533,0,Models/2052/Animations
205204,2052_idle,千人斩长矛手,,0,Models/2052/Animations
205206,2052_stun,千人斩长矛手,,0,Models/2052/Animations
205207,2052_walk,千人斩长矛手,,0,Models/2052/Animations
202701,2027_atk1,南蛮弯刀手,1,0.46,Models/2027/Animations
202702,2027_die,南蛮弯刀手,,0,Models/2027/Animations
202703,2027_hurt,南蛮弯刀手,0.533,0,Models/2027/Animations
202704,2027_idle,南蛮弯刀手,,0,Models/2027/Animations
202705,2027_skl5261,南蛮弯刀手,1.367,0.68,Models/2027/Animations
202706,2027_stun,南蛮弯刀手,,0,Models/2027/Animations
202707,2027_walk,南蛮弯刀手,,0,Models/2027/Animations
202801,2028_atk1,南蛮巨斧兵,1.167,0.41,Models/2028/Animations
202802,2028_die,南蛮巨斧兵,2,0,Models/2028/Animations
202803,2028_hurt,南蛮巨斧兵,0.533,0,Models/2028/Animations
202804,2028_idle,南蛮巨斧兵,,0,Models/2028/Animations
202805,2028_skl5271,南蛮巨斧兵,2.967,0.38,Models/2028/Animations
202806,2028_stun,南蛮巨斧兵,,0,Models/2028/Animations
202807,2028_walk,南蛮巨斧兵,,0,Models/2028/Animations
202901,2029_atk1,南蛮萨满,1.267,0.49,Models/2029/Animations
202902,2029_die,南蛮萨满,,0,Models/2029/Animations
202903,2029_hurt,南蛮萨满,0.533,0,Models/2029/Animations
202904,2029_idle,南蛮萨满,,0,Models/2029/Animations
202905,2029_skl5281,南蛮萨满,1.333,0.72,Models/2029/Animations
202906,2029_stun,南蛮萨满,,0,Models/2029/Animations
202907,2029_walk,南蛮萨满,,0,Models/2029/Animations
203001,2030_atk1,南蛮萨满,1.333,0.48,Models/2030/Animations
203002,2030_die,南蛮萨满,,0,Models/2030/Animations
203003,2030_hurt,南蛮萨满,0.533,0,Models/2030/Animations
203004,2030_idle,南蛮萨满,,0,Models/2030/Animations
203005,2030_skl5291,南蛮萨满,1.9,0.62,Models/2030/Animations
203006,2030_stun,南蛮萨满,,0,Models/2030/Animations
203007,2030_walk,南蛮萨满,,0,Models/2030/Animations
204201,2042_atk1,西凉驯虎师,1.333,0.54,Models/2042/Animations
204202,2042_die,西凉驯虎师,,0,Models/2042/Animations
204203,2042_hurt,西凉驯虎师,0.533,0,Models/2042/Animations
204204,2042_idle,西凉驯虎师,,0,Models/2042/Animations
204205,2042_skl5391,西凉驯虎师,1.9,0.96,Models/2042/Animations
204206,2042_stun,西凉驯虎师,,0,Models/2042/Animations
204207,2042_walk,西凉驯虎师,,0,Models/2042/Animations
204208,2042_skl5321,西凉驯虎师,1.333,0.62,Models/2042/Animations
205301,2053_atk1,雪地巨盾士,1.067,0.48,Models/2053/Animations
205302,2053_die,雪地巨盾士,,0,Models/2053/Animations
205303,2053_hurt,雪地巨盾士,0.533,0,Models/2053/Animations
205304,2053_idle,雪地巨盾士,,0,Models/2053/Animations
205305,2053_skl5332,雪地巨盾士,6,0.6,Models/2053/Animations
205306,2053_stun,雪地巨盾士,,0,Models/2053/Animations
205307,2053_walk,雪地巨盾士,,0,Models/2053/Animations
204301,2043_atk1,西凉驯鹰师,1,0.456,Models/2043/Animations
204302,2043_die,西凉驯鹰师,,0,Models/2043/Animations
204303,2043_hurt,西凉驯鹰师,0.533,0,Models/2043/Animations
204304,2043_idle,西凉驯鹰师,,0,Models/2043/Animations
204305,2043_skl5381,西凉驯鹰师,1,0.24,Models/2043/Animations
204306,2043_stun,西凉驯鹰师,,0,Models/2043/Animations
204307,2043_walk,西凉驯鹰师,,0,Models/2043/Animations
205501,2055_atk1,雪地剑戟士,1,0.45,Models/2055/Animations
205502,2055_die,雪地剑戟士,,0,Models/2055/Animations
205503,2055_hurt,雪地剑戟士,0.533,0,Models/2055/Animations
205504,2055_idle,雪地剑戟士,,0,Models/2055/Animations
205505,2055_skl5431,雪地剑戟士,1.7,0.47|0.68|1.16,Models/2055/Animations
205506,2055_stun,雪地剑戟士,,0,Models/2055/Animations
205507,2055_walk,雪地剑戟士,,0,Models/2055/Animations
205701,2057_atk1,雪地将领,1.5,0.7,Models/2057/Animations
205702,2057_die,雪地将领,,0,Models/2057/Animations
205703,2057_hurt,雪地将领,0.533,0,Models/2057/Animations
205704,2057_idle,雪地将领,,0,Models/2057/Animations
205705,2057_skl5451,雪地将领,2.5,1.15,Models/2057/Animations
205706,2057_stun,雪地将领,,0,Models/2057/Animations
205707,2057_walk,雪地将领,,0,Models/2057/Animations
205601,2056_atk1,雪地诡术师,1,0.42,Models/2056/Animations
205602,2056_die,雪地诡术师,,0,Models/2056/Animations
205603,2056_hurt,雪地诡术师,0.533,0,Models/2056/Animations
205604,2056_idle,雪地诡术师,,0,Models/2056/Animations
205605,2056_skl5441,雪地诡术师,2.333,0.41,Models/2056/Animations
205606,2056_stun,雪地诡术师,,0,Models/2056/Animations
205607,2056_walk,雪地诡术师,,0,Models/2056/Animations
205401,2054_atk1,雪地弓箭手,1.167,0.53,Models/2054/Animations
205402,2054_die,雪地弓箭手,,0,Models/2054/Animations
205403,2054_hurt,雪地弓箭手,0.533,0,Models/2054/Animations
